,Point of Sale Country,Company Name,Department,Travel Start Date,Travel End Date,Origin,Destination,Route,In Policy,Booking Method,Segment Count,Employee ID,Unit of Measurement,Currency,Mileage,Carbon Emission,Ticket Expense,Mileage Per ticket,Ticket Expense Per ticket,Carbon Emission Per ticket,Day of Week
3,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-07-12,2022-07-12,Banbury,London Marylebone,Banbury - London Marylebone,Yes,Online,1,20298.0,Kg|Km,GBP,120.86,4.96729,45.3,120.86,45.3,4.96729,Tuesday
357,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-09-16,2022-09-16,Gare Du Nord,St. Pancras International Train Station,Gare Du Nord - St. Pancras International Train Station,No,Online,1,15612.0,Kg|Km,GBP,449.75,2.69848,269.0,449.75,269.0,2.69848,Friday
358,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-07-20,2023-07-20,Gare Du Nord,St. Pancras International Train Station,Gare Du Nord - St. Pancras International Train Station,No,Online,1,14792.0,Kg|Km,GBP,449.75,2.69848,284.1,449.75,284.1,2.69848,Thursday
360,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S UK Branch,2023-02-20,2023-02-20,Gatwick Airport,Bristol Parkway,Gatwick Airport - Bristol Parkway,Yes,Online,1,26959.0,Kg|Km,GBP,213.42,8.77169,72.8,213.42,72.8,8.77169,Monday
365,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-04-29,2021-04-29,Glasgow Central,Crewe,Glasgow Central - Crewe,No,Online,3,15637.0,Kg|Km,GBP,1152.42,47.36464,144.7,384.14000000000004,48.23333333333333,15.788213333333333,Thursday
366,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-09-23,2021-09-23,Glasgow Central,Crewe,Glasgow Central - Crewe,Yes,Online,3,15637.0,Kg|Km,GBP,1152.42,47.36464,60.1,384.14000000000004,20.033333333333335,15.788213333333333,Thursday
367,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-04-03,2020-04-03,Glasgow Central,Crewe,Glasgow Central - Crewe,No,Online,1,15637.0,Kg|Km,GBP,384.34,15.79622,31.35,384.34,31.35,15.79622,Friday
368,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-18,2020-02-18,Glasgow Central,Crewe,Glasgow Central - Crewe,No,Online,1,15637.0,Kg|Km,GBP,384.34,15.79622,31.35,384.34,31.35,15.79622,Tuesday
369,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-01-22,2020-01-22,Glasgow Central,Crewe,Glasgow Central - Crewe,No,Online,1,15637.0,Kg|Km,GBP,384.34,15.79622,31.35,384.34,31.35,15.79622,Wednesday
370,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-04-02,2020-04-02,Glasgow Central,Crewe,Glasgow Central - Crewe,No,Online,1,15637.0,Kg|Km,GBP,384.34,15.79622,31.35,384.34,31.35,15.79622,Thursday
371,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-03-17,2020-03-17,Glasgow Central,Crewe,Glasgow Central - Crewe,No,Online,3,15637.0,Kg|Km,GBP,1152.42,47.36464,73.6,384.14000000000004,24.53333333333333,15.788213333333333,Tuesday
374,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-11-16,2021-11-17,Glasgow Central,Glasgow Central,Glasgow Central - Glasgow Central,Yes,Online,3,25244.0,Kg|Km,GBP,1935.79,79.56084,187.5,645.2633333333333,62.5,26.52028,Tuesday
379,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-03-24,2020-03-25,Glasgow Central,London Euston,Glasgow Central - London Euston,Yes,Online,4,15658.0,Kg|Km,GBP,2581.67,106.10669,151.1,645.4175,37.775,26.5266725,Tuesday
382,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-11-16,2021-11-17,Glasgow Central,London Euston,Glasgow Central - London Euston,Yes,Online,2,15545.0,Kg|Km,GBP,1290.84,53.05335,155.0,645.42,77.5,26.526675,Tuesday
383,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-08-09,2020-08-09,Glasgow Central,Manchester Piccadilly,Glasgow Central - Manchester Piccadilly,Yes,Online,3,27093.0,Kg|Km,GBP,1045.1,42.95343,52.7,348.3666666666666,17.566666666666666,14.31781,Sunday
384,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-13,2020-02-13,Glasgow Central,Manchester Piccadilly,Glasgow Central - Manchester Piccadilly,Yes,Online,1,25096.0,Kg|Km,GBP,348.49,14.32309,73.0,348.49,73.0,14.32309,Thursday
385,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-12-05,2022-05-13,Glasgow Central,Manchester Piccadilly,Glasgow Central - Manchester Piccadilly,Yes,Online,2,30241.0,Kg|Km,GBP,696.6,28.63035,90.2,348.3,45.1,14.315175,Monday
386,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-07-19,2022-07-20,Glasgow Central,Manchester Piccadilly,Glasgow Central - Manchester Piccadilly,Yes,Online,2,27715.0,Kg|Km,GBP,696.6,28.63035,94.0,348.3,47.0,14.315175,Tuesday
387,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-09-09,2020-09-09,Glasgow Central,Manchester Piccadilly,Glasgow Central - Manchester Piccadilly,Yes,Agent Assisted,1,27093.0,Kg|Km,GBP,348.49,14.32309,52.5,348.49,52.5,14.32309,Wednesday
391,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-05-20,2021-05-20,Glasgow Central,Melton Mowbray,Glasgow Central - Melton Mowbray,Yes,Online,1,23233.0,Kg|Km,GBP,484.47,19.91169,119.2,484.47,119.2,19.91169,Thursday
392,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-07-16,2021-07-16,Glasgow Central,Nottingham,Glasgow Central - Nottingham,Yes,Online,1,23233.0,Kg|Km,GBP,455.16,18.707,46.7,455.16,46.7,18.707,Friday
393,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-03-06,2021-03-06,Glasgow Central,Nottingham,Glasgow Central - Nottingham,Yes,Online,1,23233.0,Kg|Km,GBP,455.16,18.707,38.0,455.16,38.0,18.707,Saturday
394,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-06-17,2021-06-17,Glasgow Central,Nottingham,Glasgow Central - Nottingham,No,Online,1,23233.0,Kg|Km,GBP,455.16,18.707,103.1,455.16,103.1,18.707,Thursday
395,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-09-23,2021-09-23,Glasgow Central,Preston (Lancs),Glasgow Central - Preston (Lancs),Yes,Online,3,15637.0,Kg|Km,GBP,884.41,36.34913,61.8,294.80333333333334,20.599999999999998,12.116376666666667,Thursday
396,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-02-07,2021-02-07,Glasgow Queen Street,Newark North Gate,Glasgow Queen Street - Newark North Gate,Yes,Online,1,23233.0,Kg|Km,GBP,439.48,18.06283,61.5,439.48,61.5,18.06283,Sunday
397,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-07-28,2021-07-28,Glasgow Queen Street,Newark North Gate,Glasgow Queen Street - Newark North Gate,Yes,Online,1,23233.0,Kg|Km,GBP,439.48,18.06283,51.5,439.48,51.5,18.06283,Wednesday
398,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-06-08,2021-06-08,Glasgow Queen Street,Peterborough,Glasgow Queen Street - Peterborough,Yes,Online,1,23233.0,Kg|Km,GBP,516.83,21.24176,137.8,516.83,137.8,21.24176,Tuesday
399,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-05-08,2021-05-08,Glasgow Queen Street,Peterborough,Glasgow Queen Street - Peterborough,Yes,Online,1,23233.0,Kg|Km,GBP,516.83,21.24176,56.0,516.83,56.0,21.24176,Saturday
400,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-04-23,2021-04-23,Glasgow Queen Street,Watlington (Norfolk),Glasgow Queen Street - Watlington (Norfolk),Yes,Online,1,23233.0,Kg|Km,GBP,542.25,22.28666,90.0,542.25,90.0,22.28666,Friday
401,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-06-23,2021-06-23,Glasgow Queen Street,Watlington (Norfolk),Glasgow Queen Street - Watlington (Norfolk),Yes,Online,1,23233.0,Kg|Km,GBP,542.25,22.28666,90.0,542.25,90.0,22.28666,Wednesday
402,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-02-12,2021-02-12,Harlow Town,Tottenham Hale,Harlow Town - Tottenham Hale,Yes,Online,1,23933.0,Kg|Km,GBP,27.15,1.11577,14.6,27.15,14.6,1.11577,Friday
403,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-10-27,2021-10-27,Hayes & Harlington,Rose Hill,Hayes & Harlington - Rose Hill,Yes,Online,3,15690.0,Kg|Km,GBP,892.65,36.68789,133.0,297.55,44.333333333333336,12.229296666666668,Wednesday
404,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-05-04,2022-05-04,Haymarket,Crewe,Haymarket - Crewe,Yes,Online,3,15637.0,Kg|Km,GBP,1139.86,46.84836,112.3,379.9533333333333,37.43333333333333,15.61612,Wednesday
405,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-04-05,2022-04-05,Haymarket,Crewe,Haymarket - Crewe,Yes,Online,3,15637.0,Kg|Km,GBP,1139.86,46.84836,99.5,379.9533333333333,33.166666666666664,15.61612,Tuesday
406,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-05-31,2022-05-31,Haymarket,Crewe,Haymarket - Crewe,Yes,Online,3,15637.0,Kg|Km,GBP,1139.86,46.84836,124.0,379.9533333333333,41.333333333333336,15.61612,Tuesday
407,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-03-15,2022-03-15,Haymarket,Crewe,Haymarket - Crewe,Yes,Online,3,15637.0,Kg|Km,GBP,1139.86,46.84836,117.6,379.9533333333333,39.199999999999996,15.61612,Tuesday
408,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-06-28,2022-06-28,Haymarket,Crewe,Haymarket - Crewe,Yes,Online,3,15637.0,Kg|Km,GBP,1139.86,46.84836,112.3,379.9533333333333,37.43333333333333,15.61612,Tuesday
409,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-10-05,2022-10-05,Haymarket,Crewe,Haymarket - Crewe,Yes,Online,3,15637.0,Kg|Km,GBP,1139.86,46.84836,115.5,379.9533333333333,38.5,15.61612,Wednesday
410,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-12-05,2022-05-13,Haymarket,Haymarket,Haymarket - Haymarket,Yes,Online,3,15418.0,Kg|Km,GBP,1033.12,42.46136,73.0,344.3733333333333,24.333333333333332,14.153786666666667,Monday
411,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-03-28,2023-03-28,Haymarket,Lancaster,Haymarket - Lancaster,No,Online,1,15637.0,Kg|Km,GBP,258.8,10.6365,44.65,258.8,44.65,10.6365,Tuesday
415,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-03-27,2023-03-27,Heathrow Terminal 5 (Rail Station Only),Romford,Heathrow Terminal 5 (Rail Station Only) - Romford,Yes,Online,2,15758.0,Kg|Km,GBP,128.55,5.28321,61.4,64.275,30.7,2.641605,Monday
425,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-11-20,2023-11-20,Heaton Chapel,Glossop,Heaton Chapel - Glossop,Yes,Online,2,27093.0,Kg|Km,GBP,60.19,2.47396,8.8,30.095,4.4,1.23698,Monday
426,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-01-17,2020-01-17,Hertford North,London Bridge,Hertford North - London Bridge,Yes,Online,2,29146.0,Kg|Km,GBP,80.76,3.31919,25.6,40.38,12.8,1.659595,Friday
435,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-09-14,2023-09-14,Lancaster,Crewe,Lancaster - Crewe,Yes,Online,1,15637.0,Kg|Km,GBP,126.6,5.20333,26.05,126.6,26.05,5.20333,Thursday
440,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-04-10,2021-04-10,Leasowe,Preston (Lancs),Leasowe - Preston (Lancs),Yes,Online,1,20298.0,Kg|Km,GBP,66.67,2.74014,14.8,66.67,14.8,2.74014,Saturday
441,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-07-15,2022-07-15,Leeds,Edinburgh,Leeds - Edinburgh,Yes,Online,1,15366.0,Kg|Km,GBP,310.93,12.77913,118.5,310.93,118.5,12.77913,Friday
443,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-10-25,2022-10-25,Lichfield Trent Valley,Lichfield Trent Valley,Lichfield Trent Valley - Lichfield Trent Valley,Yes,Online,3,15637.0,Kg|Km,GBP,591.34,24.30415,137.2,197.11333333333334,45.73333333333333,8.101383333333333,Tuesday
447,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-09-25,2023-09-28,Liverpool Lime Street,Liverpool Lime Street,Liverpool Lime Street - Liverpool Lime Street,Yes,Online,3,24774.0,Kg|Km,GBP,1010.21,41.51957,72.0,336.7366666666667,24.0,13.839856666666668,Monday
448,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-07-12,2022-08-12,Liverpool Lime Street,Liverpool Lime Street,Liverpool Lime Street - Liverpool Lime Street,Yes,Online,3,20298.0,Kg|Km,GBP,1010.21,41.51957,137.2,336.7366666666667,45.73333333333333,13.839856666666668,Tuesday
449,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-04-10,2022-04-10,Liverpool Lime Street,London Euston,Liverpool Lime Street - London Euston,Yes,Online,2,20298.0,Kg|Km,GBP,673.8,27.69328,98.1,336.9,49.05,13.84664,Sunday
450,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-10-17,2022-10-17,Liverpool Lime Street,London Euston,Liverpool Lime Street - London Euston,Yes,Online,1,20298.0,Kg|Km,GBP,337.4,13.86699,156.5,337.4,156.5,13.86699,Monday
451,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-05-15,2023-05-15,Liverpool Lime Street,London Euston,Liverpool Lime Street - London Euston,Yes,Online,1,20298.0,Kg|Km,GBP,337.4,13.86699,171.3,337.4,171.3,13.86699,Monday
453,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-07-17,2023-07-19,Liverpool Lime Street,Thetford,Liverpool Lime Street - Thetford,Yes,Online,2,21234.0,Kg|Km,GBP,715.07,29.38922,124.0,357.535,62.0,14.69461,Monday
454,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-05-22,2023-05-23,Liverpool Lime Street,Thetford,Liverpool Lime Street - Thetford,Yes,Online,2,21234.0,Kg|Km,GBP,715.07,29.38922,124.0,357.535,62.0,14.69461,Monday
455,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-10-10,2023-11-10,Liverpool Lime Street,Thetford,Liverpool Lime Street - Thetford,Yes,Online,2,21234.0,Kg|Km,GBP,715.07,29.38922,124.0,357.535,62.0,14.69461,Tuesday
456,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-12-14,2023-12-14,Livingston North,Broadbottom,Livingston North - Broadbottom,Yes,Online,1,0.0,Kg|Km,GBP,395.18,16.24171,41.8,395.18,41.8,16.24171,Thursday
457,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-08-31,2021-08-31,Livingston North,Manchester Piccadilly,Livingston North - Manchester Piccadilly,Yes,Online,3,19444.0,Kg|Km,GBP,1024.51,42.10754,95.4,341.50333333333333,31.8,14.035846666666666,Tuesday
458,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-08-26,2021-08-26,Livingston South,Edinburgh,Livingston South - Edinburgh,Yes,Online,1,23233.0,Kg|Km,GBP,25.11,1.03208,5.5,25.11,5.5,1.03208,Thursday
459,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-09-24,2021-09-24,Livingston South,Newark North Gate,Livingston South - Newark North Gate,Yes,Online,1,23233.0,Kg|Km,GBP,429.36,17.6466,63.0,429.36,63.0,17.6466,Friday
460,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-10-09,2021-10-09,Livingston South,Newark North Gate,Livingston South - Newark North Gate,Yes,Online,1,23233.0,Kg|Km,GBP,429.36,17.6466,34.6,429.36,34.6,17.6466,Saturday
461,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-09-17,2021-09-17,Livingston South,Peterborough,Livingston South - Peterborough,Yes,Online,1,23233.0,Kg|Km,GBP,506.7,20.8255,67.5,506.7,67.5,20.8255,Friday
462,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-05-02,2023-10-02,Llandudno Junction,Manchester Airport,Llandudno Junction - Manchester Airport,Yes,Online,2,24666.0,Kg|Km,GBP,236.8,9.7326,51.6,118.4,25.8,4.8663,Tuesday
465,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-10-02,2020-10-02,London Euston,Bolton,London Euston - Bolton,No,Online,1,29160.0,Kg|Km,GBP,335.46,13.78736,170.5,335.46,170.5,13.78736,Friday
466,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-09-13,2022-09-13,London Euston,Crewe,London Euston - Crewe,Yes,Online,3,29423.0,Kg|Km,GBP,807.96,33.2073,53.6,269.32,17.866666666666667,11.069099999999999,Tuesday
467,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-05-27,2022-05-27,London Euston,Crewe,London Euston - Crewe,Yes,Online,3,29423.0,Kg|Km,GBP,807.96,33.2073,86.5,269.32,28.833333333333332,11.069099999999999,Friday
468,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-02-02,2023-02-02,London Euston,Crewe,London Euston - Crewe,Yes,Online,3,29423.0,Kg|Km,GBP,807.96,33.2073,61.4,269.32,20.466666666666665,11.069099999999999,Thursday
469,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-09-12,2021-09-12,London Euston,Crewe,London Euston - Crewe,Yes,Online,3,29423.0,Kg|Km,GBP,807.96,33.2073,66.5,269.32,22.166666666666668,11.069099999999999,Sunday
470,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-02-03,2022-02-03,London Euston,Crewe,London Euston - Crewe,Yes,Online,3,29423.0,Kg|Km,GBP,807.96,33.2073,77.4,269.32,25.8,11.069099999999999,Thursday
472,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-07-21,2022-07-21,London Euston,Liverpool Lime Street,London Euston - Liverpool Lime Street,Yes,Online,3,20298.0,Kg|Km,GBP,1010.21,41.51957,209.1,336.7366666666667,69.7,13.839856666666668,Thursday
473,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-05-18,2023-05-18,London Euston,Liverpool Lime Street,London Euston - Liverpool Lime Street,Yes,Online,1,20298.0,Kg|Km,GBP,336.41,13.82629,72.7,336.41,72.7,13.82629,Thursday
474,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-06-07,2023-06-07,London Euston,Liverpool Lime Street,London Euston - Liverpool Lime Street,Yes,Online,1,20298.0,Kg|Km,GBP,336.41,13.82629,171.3,336.41,171.3,13.82629,Wednesday
475,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-12-11,2020-11-13,London Euston,London Euston,London Euston - London Euston,Yes,Online,3,28022.0,Kg|Km,GBP,955.59,39.27482,337.0,318.53000000000003,112.33333333333333,13.091606666666666,Friday
477,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-17,2020-02-17,London Euston,London Euston,London Euston - London Euston,No,Online,3,14792.0,Kg|Km,GBP,949.0,39.00387,230.8,316.3333333333333,76.93333333333334,13.00129,Monday
478,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-07-10,2020-07-10,London Euston,London Euston,London Euston - London Euston,Yes,Online,3,25944.0,Kg|Km,GBP,955.59,39.27482,184.5,318.53000000000003,61.5,13.091606666666666,Friday
479,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-04-26,2023-04-26,London Euston,London Euston,London Euston - London Euston,Yes,Online,3,25002.0,Kg|Km,GBP,526.27,21.62983,82.0,175.42333333333332,27.333333333333332,7.2099433333333325,Wednesday
480,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-04-26,2023-04-26,London Euston,London Euston,London Euston - London Euston,Yes,Online,3,24812.0,Kg|Km,GBP,526.27,21.62983,82.0,175.42333333333332,27.333333333333332,7.2099433333333325,Wednesday
481,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-05-08,2021-05-08,London Euston,London Euston,London Euston - London Euston,Yes,Online,6,29423.0,Kg|Km,GBP,1615.93,66.4146,126.4,269.32166666666666,21.066666666666666,11.069099999999999,Saturday
484,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-11-19,2023-11-21,London Euston,London Euston,London Euston - London Euston,Yes,Online,3,34220.0,Kg|Km,GBP,955.59,39.27482,74.0,318.53000000000003,24.666666666666668,13.091606666666666,Sunday
486,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-03-24,2022-03-24,London Euston,Macclesfield,London Euston - Macclesfield,Yes,Online,1,15757.0,Kg|Km,GBP,294.61,12.10848,41.5,294.61,41.5,12.10848,Thursday
487,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-09-12,2021-09-12,London Euston,Macclesfield,London Euston - Macclesfield,Yes,Online,3,15757.0,Kg|Km,GBP,884.04,36.33388,70.8,294.68,23.599999999999998,12.111293333333334,Sunday
488,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-07-12,2023-07-12,London Euston,Macclesfield,London Euston - Macclesfield,Yes,Online,1,15757.0,Kg|Km,GBP,294.61,12.10848,37.0,294.61,37.0,12.10848,Wednesday
489,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-10-18,2022-10-18,London Euston,Macclesfield,London Euston - Macclesfield,Yes,Online,3,15757.0,Kg|Km,GBP,884.04,36.33388,92.1,294.68,30.7,12.111293333333334,Tuesday
490,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-03-13,2020-03-13,London Euston,Macclesfield,London Euston - Macclesfield,No,Online,3,15757.0,Kg|Km,GBP,884.04,36.33388,91.8,294.68,30.599999999999998,12.111293333333334,Friday
491,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-02-26,2020-02-26,London Euston,Macclesfield,London Euston - Macclesfield,Yes,Online,1,15757.0,Kg|Km,GBP,294.61,12.10848,53.0,294.61,53.0,12.10848,Wednesday
492,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-11-30,2023-11-30,London Euston,Macclesfield,London Euston - Macclesfield,Yes,Online,1,15757.0,Kg|Km,GBP,294.61,12.10848,40.0,294.61,40.0,12.10848,Thursday
493,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-12-10,2022-12-10,London Euston,Manchester Piccadilly,London Euston - Manchester Piccadilly,Yes,Online,3,24774.0,Kg|Km,GBP,955.79,39.28289,95.8,318.59666666666664,31.933333333333334,13.094296666666667,Saturday
494,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-07-02,2020-07-02,London Euston,Manchester Piccadilly,London Euston - Manchester Piccadilly,Yes,Online,1,25096.0,Kg|Km,GBP,318.66,13.09698,91.1,318.66,91.1,13.09698,Thursday
495,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2020-07-02,2020-07-02,London Euston,Manchester Piccadilly,London Euston - Manchester Piccadilly,Yes,Online,1,25096.0,Kg|Km,GBP,318.66,13.09698,91.1,318.66,91.1,13.09698,Thursday
496,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2021-10-20,2021-10-20,London Euston,Manchester Piccadilly,London Euston - Manchester Piccadilly,Yes,Online,1,15538.0,Kg|Km,GBP,318.66,13.09698,66.1,318.66,66.1,13.09698,Wednesday
497,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-07-07,2022-07-07,London Euston,Manchester Piccadilly,London Euston - Manchester Piccadilly,No,Online,1,15688.0,Kg|Km,GBP,318.66,13.09698,144.8,318.66,144.8,13.09698,Thursday
498,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-07-14,2023-07-14,London Euston,Manchester Piccadilly,London Euston - Manchester Piccadilly,Yes,Online,1,27757.0,Kg|Km,GBP,318.66,13.09698,187.7,318.66,187.7,13.09698,Friday
499,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-04-07,2023-04-07,London Euston,Manchester Piccadilly,London Euston - Manchester Piccadilly,Yes,Online,1,15758.0,Kg|Km,GBP,318.66,13.09698,50.0,318.66,50.0,13.09698,Friday
501,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2022-11-22,2022-11-22,London Euston,Manchester Piccadilly,London Euston - Manchester Piccadilly,Yes,Online,3,15637.0,Kg|Km,GBP,955.79,39.28289,233.7,318.59666666666664,77.89999999999999,13.094296666666667,Tuesday
502,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-09-29,2023-09-29,London Euston,Manchester Piccadilly,London Euston - Manchester Piccadilly,Yes,Online,1,17768.0,Kg|Km,GBP,318.66,13.09698,47.0,318.66,47.0,13.09698,Friday
504,United Kingdom,Bouygues Energies & Services Contracting UK,Bouygues E+S Contracting UK,2023-10-13,2023-10-13,London Euston,Manchester Piccadilly,London Euston - Manchester Piccadilly,Yes,Online,1,15688.0,Kg|Km,GBP,318.66,13.09698,60.0,318.66,60.0,13.09698,Friday
